,image_path,h,w,f_i,x1,y1,x2,y2,emotion,emo_confidence
579,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,38,1034,469,1062,505,neutral,0.0
580,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,39,119,494,150,528,neutral,0.0
581,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,40,1415,498,1446,537,sad,0.0
582,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,41,263,538,299,579,neutral,0.0
583,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,42,729,521,760,554,sad,0.0
584,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,43,658,510,683,543,sad,0.0
585,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,44,1329,477,1362,517,happy,0.0
586,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,45,1509,539,1538,575,angry,0.0
587,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,46,940,289,959,313,neutral,0.0
588,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,47,378,436,405,471,neutral,0.0
589,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,48,1047,527,1079,565,sad,0.0
590,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,49,881,501,910,535,angry,0.0
591,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,50,997,559,1029,600,sad,0.0
592,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,51,66,478,97,516,fear,0.0
593,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,52,1494,425,1517,455,sad,0.0
594,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,53,454,510,483,545,sad,0.0
595,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,54,1579,283,1599,310,angry,0.0
596,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,55,284,372,306,399,sad,0.0
597,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,56,1237,381,1260,410,neutral,0.0
598,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,57,718,172,738,196,sad,0.0
599,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,58,1458,363,1480,388,neutral,0.0
600,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,59,990,516,1019,551,neutral,0.0
601,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,60,1498,506,1524,537,happy,0.0
602,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,61,694,559,723,593,happy,0.0
603,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,62,1309,554,1341,594,sad,0.0
604,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,63,634,458,661,493,fear,0.0
605,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,64,863,431,891,466,sad,0.0
606,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,65,396,227,414,251,neutral,0.0
607,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,66,914,527,942,563,neutral,0.0
608,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,67,1155,457,1180,488,angry,0.0
609,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,68,475,513,505,549,sad,0.0
610,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,69,1066,488,1096,525,neutral,0.0
611,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,70,905,342,926,368,sad,0.0
612,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,71,886,197,904,219,sad,0.0
613,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,72,629,501,656,536,sad,0.0
614,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,73,1553,329,1575,357,sad,0.0
615,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,74,204,511,233,547,neutral,0.0
616,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,75,622,223,640,246,sad,0.0
617,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,76,782,187,799,207,sad,0.0
618,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,77,999,386,1020,413,sad,0.0
619,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,78,486,176,504,198,fear,0.0
620,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,79,668,396,695,430,neutral,0.0
621,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,80,1025,424,1049,455,happy,0.0
622,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,81,299,188,316,211,neutral,0.0
623,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,82,1103,501,1127,531,neutral,0.0
624,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,83,1365,365,1390,395,sad,0.0
625,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,84,846,351,866,379,sad,0.0
626,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,85,1086,149,1106,176,neutral,0.0
627,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,86,556,225,573,248,sad,0.0
628,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,87,1305,354,1328,384,sad,0.0
629,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,88,801,219,820,243,sad,0.0
630,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,89,561,143,579,166,happy,0.0
631,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,90,1008,334,1031,364,sad,0.0
632,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,91,489,176,507,198,happy,0.0
633,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,92,53,216,71,239,sad,0.0
634,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,93,56,216,74,239,sad,0.0
635,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,94,784,343,805,367,happy,0.0
636,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,95,524,863,573,929,sad,0.0
637,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,96,319,187,336,209,neutral,0.0
638,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,97,633,370,653,396,happy,0.0
639,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,98,214,362,236,389,happy,0.0
640,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,99,146,160,164,181,sad,0.0
641,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,100,855,183,870,202,sad,0.0
642,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,101,195,159,213,181,sad,0.0
643,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,102,1309,354,1332,384,sad,0.0
644,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,103,856,387,877,413,sad,0.0
645,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,104,740,354,761,377,fear,0.0
646,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,105,564,143,583,165,sad,0.0
647,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,106,1003,386,1024,413,fear,0.0
648,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,107,1285,370,1304,394,angry,0.0
649,C:\mywork\ml\deepfaceAndEmotion\source\08ee03e7b22642ceaa7a80656f55058d.jpg,1142,1600,108,941,461,967,491,sad,0.0
650,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,0,393,237,411,259,sad,0.0
651,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,1,416,211,434,227,sad,0.0
652,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,2,33,186,47,203,angry,0.0
653,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,3,464,248,485,270,sad,0.0
654,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,4,256,224,272,243,neutral,0.0
655,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,5,3,208,20,228,sad,0.0
656,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,6,355,182,369,199,sad,0.0
657,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,7,293,184,306,200,happy,0.0
658,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,8,490,200,500,221,sad,0.0
659,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,9,84,234,102,252,sad,0.0
660,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,10,308,224,324,243,neutral,0.0
661,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,11,320,164,333,180,neutral,0.0
662,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,12,372,171,384,187,sad,0.0
663,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,13,419,181,432,195,sad,0.0
664,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,14,200,219,216,233,sad,0.0
665,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,15,454,140,464,152,neutral,0.0
666,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,16,318,147,327,158,neutral,0.0
667,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,17,195,184,208,201,sad,0.0
668,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,18,111,178,123,195,fear,0.0
669,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,19,493,140,500,151,fear,0.0
670,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,20,135,146,144,158,sad,0.0
671,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,21,254,178,263,192,sad,0.0
672,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,22,23,152,31,162,sad,0.0
673,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,23,37,144,45,154,sad,0.0
674,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,24,53,157,63,170,sad,0.0
675,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,25,93,174,104,186,neutral,0.0
676,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,26,403,144,413,157,neutral,0.0
677,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,27,143,136,150,145,fear,0.0
678,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,28,319,131,327,141,neutral,0.0
679,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,29,64,144,70,153,sad,0.0
680,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,30,186,170,197,182,neutral,0.0
681,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,31,0,165,6,177,sad,0.0
682,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,32,98,158,107,170,sad,0.0
683,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,33,174,143,182,152,fear,0.0
684,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,34,152,180,164,197,happy,0.0
685,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,35,262,159,271,171,sad,0.0
686,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,36,122,138,130,148,fear,0.0
687,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,37,68,157,77,168,sad,0.0
688,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,38,143,234,161,255,sad,0.0
689,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,39,313,106,319,115,sad,0.0
690,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,40,14,111,21,120,sad,0.0
691,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,41,294,155,304,167,happy,0.0
692,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,42,347,134,355,144,sad,0.0
693,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,43,282,145,290,156,sad,0.0
694,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,44,413,142,421,151,happy,0.0
695,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,45,418,130,427,140,neutral,0.0
696,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,46,345,100,350,106,fear,0.0
697,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,47,437,112,444,120,neutral,0.0
698,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,48,167,112,173,120,sad,0.0
699,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,49,391,162,401,175,fear,0.0
700,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,50,240,172,249,183,sad,0.0
701,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,51,492,183,500,197,fear,0.0
702,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,52,280,113,287,121,neutral,0.0
703,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,53,251,104,257,112,sad,0.0
704,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,54,72,101,79,110,sad,0.0
705,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,55,114,109,121,117,sad,0.0
706,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,56,418,122,425,131,sad,0.0
707,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,57,71,101,78,110,fear,0.0
708,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,58,150,119,157,128,happy,0.0
709,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,59,238,172,248,184,neutral,0.0
710,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,60,226,107,232,115,sad,0.0
711,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,61,374,121,381,130,fear,0.0
712,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,62,100,129,107,138,sad,0.0
713,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,63,98,108,104,116,sad,0.0
714,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,64,121,138,129,148,neutral,0.0
715,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,65,191,104,198,112,neutral,0.0
716,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,66,355,106,360,113,happy,0.0
717,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,67,291,129,299,138,happy,0.0
718,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,68,96,108,103,116,sad,0.0
719,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,69,374,120,381,128,fear,0.0
720,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,70,425,106,431,114,sad,0.0
721,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,71,394,124,402,134,fear,0.0
722,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,72,358,126,365,135,neutral,0.0
723,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,73,355,119,360,126,neutral,0.0
724,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,74,364,98,369,105,angry,0.0
725,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,75,80,105,87,113,sad,0.0
726,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,76,317,120,323,127,fear,0.0
727,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,77,152,94,157,101,fear,0.0
728,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,78,169,93,175,100,neutral,0.0
729,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,79,223,143,232,153,neutral,0.0
730,C:\mywork\ml\deepfaceAndEmotion\source\092e51bc9c474b529a843ff0e3d260b3.jpg,375,500,80,354,105,359,111,sad,0.0
731,C:\mywork\ml\deepfaceAndEmotion\source\0972b1681be5484dadb41390fae313de.jpg,412,642,0,469,157,521,227,sad,0.0
732,C:\mywork\ml\deepfaceAndEmotion\source\0972b1681be5484dadb41390fae313de.jpg,412,642,1,174,71,234,143,happy,0.0
733,C:\mywork\ml\deepfaceAndEmotion\source\0972b1681be5484dadb41390fae313de.jpg,412,642,2,366,138,415,212,sad,0.0
734,C:\mywork\ml\deepfaceAndEmotion\source\0972b1681be5484dadb41390fae313de.jpg,412,642,3,312,138,367,216,sad,0.0
735,C:\mywork\ml\deepfaceAndEmotion\source\0972b1681be5484dadb41390fae313de.jpg,412,642,4,84,79,157,172,neutral,0.0
736,C:\mywork\ml\deepfaceAndEmotion\source\0972b1681be5484dadb41390fae313de.jpg,412,642,5,554,187,593,240,neutral,0.0
737,C:\mywork\ml\deepfaceAndEmotion\source\0972b1681be5484dadb41390fae313de.jpg,412,642,6,249,168,287,220,sad,0.0
738,C:\mywork\ml\deepfaceAndEmotion\source\0972b1681be5484dadb41390fae313de.jpg,412,642,7,625,173,642,233,sad,0.0
739,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,0,272,158,321,232,fear,0.0
740,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,1,184,184,226,242,happy,0.0
741,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,2,29,152,61,191,neutral,0.0
742,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,3,99,156,131,194,neutral,0.0
743,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,4,447,86,467,114,angry,0.0
744,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,5,531,69,568,110,happy,0.0
745,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,6,410,212,442,249,sad,0.0
746,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,7,195,138,228,171,fear,0.0
747,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,8,329,98,354,130,neutral,0.0
748,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,9,376,99,398,124,neutral,0.0
749,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,10,259,115,273,133,fear,0.0
750,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,11,82,127,104,155,sad,0.0
751,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,12,301,96,311,109,sad,0.0
752,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,13,376,78,384,90,happy,0.0
753,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,14,461,14,479,40,sad,0.0
754,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,15,116,124,125,136,sad,0.0
755,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,16,285,70,295,82,sad,0.0
756,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,17,235,105,245,117,sad,0.0
757,C:\mywork\ml\deepfaceAndEmotion\source\0997571e74d34cfca3cf804c83b8a4d9.jpg,396,594,18,374,78,383,90,neutral,0.0
758,C:\mywork\ml\deepfaceAndEmotion\source\0_Parade_Parade_0_213.jpg,683,1024,0,306,594,357,656,sad,0.0
759,C:\mywork\ml\deepfaceAndEmotion\source\0_Parade_Parade_0_213.jpg,683,1024,1,998,246,1024,302,sad,0.0
760,C:\mywork\ml\deepfaceAndEmotion\source\0_Parade_Parade_0_213.jpg,683,1024,2,778,256,820,307,angry,0.0
761,C:\mywork\ml\deepfaceAndEmotion\source\0_Parade_Parade_0_213.jpg,683,1024,3,624,390,665,444,happy,0.0
762,C:\mywork\ml\deepfaceAndEmotion\source\0_Parade_Parade_0_213.jpg,683,1024,4,589,375,627,420,neutral,0.0
763,C:\mywork\ml\deepfaceAndEmotion\source\0_Parade_Parade_0_213.jpg,683,1024,5,941,189,979,238,neutral,0.0
764,C:\mywork\ml\deepfaceAndEmotion\source\0_Parade_Parade_0_213.jpg,683,1024,6,514,409,558,456,angry,0.0
765,C:\mywork\ml\deepfaceAndEmotion\source\0_Parade_Parade_0_213.jpg,683,1024,7,642,280,677,320,sad,0.0
766,C:\mywork\ml\deepfaceAndEmotion\source\0_Parade_Parade_0_213.jpg,683,1024,8,719,534,759,593,sad,0.0
767,C:\mywork\ml\deepfaceAndEmotion\source\0_Parade_Parade_0_213.jpg,683,1024,9,211,608,253,662,happy,0.0
